Axle Type,Shoulder,P(kN),del T (C),k (MPa/m),h (m),l (m),S (kN)
Tandem,without concrete shoulders,200,0,80,0.3,0.9639,1.0163
Tandem,without concrete shoulders,200,0,80,0.35,1.082,0.7149
Tandem,without concrete shoulders,200,0,80,0.4,1.196,0.5211
Tandem,without concrete shoulders,200,0,150,0.15,0.4898,3.7729
Tandem,without concrete shoulders,200,0,150,0.2,0.6077,2.0529
Tandem,without concrete shoulders,200,0,150,0.25,0.7184,1.2624
Tandem,without concrete shoulders,200,0,150,0.3,0.8237,0.8372
Tandem,without concrete shoulders,200,0,150,0.35,0.9247,0.5842
Tandem,without concrete shoulders,200,0,150,0.4,1.0221,0.4228
Tandem,without concrete shoulders,200,0,300,0.15,0.4119,3.1275
Tandem,without concrete shoulders,200,0,300,0.2,0.511,1.69
Tandem,without concrete shoulders,200,0,300,0.25,0.6041,1.0315
Tandem,without concrete shoulders,200,0,300,0.3,0.6927,0.6789
Tandem,without concrete shoulders,200,0,300,0.35,0.7775,0.4704
Tandem,without concrete shoulders,200,0,300,0.4,0.8594,0.3385
Tandem,without concrete shoulders,200,10,40,0.15,0.6816,4.7252
Tandem,without concrete shoulders,200,10,40,0.2,0.8457,2.7075
Tandem,without concrete shoulders,200,10,40,0.25,0.9998,1.7788
Tandem,without concrete shoulders,200,10,40,0.3,1.1463,1.2782
Tandem,without concrete shoulders,200,10,40,0.35,1.2867,0.9794
Tandem,without concrete shoulders,200,10,40,0.4,1.4223,0.788
Tandem,without concrete shoulders,200,10,80,0.15,0.5731,4.702
Tandem,without concrete shoulders,200,10,80,0.2,0.7111,2.6807
Tandem,without concrete shoulders,200,10,80,0.25,0.8407,1.7488
Tandem,without concrete shoulders,200,10,80,0.3,0.9639,1.2453
Tandem,without concrete shoulders,200,10,80,0.35,1.082,0.9439
Tandem,without concrete shoulders,200,10,80,0.4,1.196,0.7501
Tandem,without concrete shoulders,200,10,150,0.15,0.4898,4.1769
Tandem,without concrete shoulders,200,10,150,0.2,0.6077,2.4569
Tandem,without concrete shoulders,200,10,150,0.25,0.7184,1.6664
Tandem,without concrete shoulders,200,10,150,0.3,0.8237,1.2412
Tandem,without concrete shoulders,200,10,150,0.35,0.9247,0.9882
Tandem,without concrete shoulders,200,10,150,0.4,1.0221,0.8268
Tandem,without concrete shoulders,200,10,300,0.15,0.4119,3.6705
Tandem,without concrete shoulders,200,10,300,0.2,0.511,2.233
Tandem,without concrete shoulders,200,10,300,0.25,0.6041,1.5745
Tandem,without concrete shoulders,200,10,300,0.3,0.6927,1.2219
Tandem,without concrete shoulders,200,10,300,0.35,0.7775,1.0134
Tandem,without concrete shoulders,200,10,300,0.4,0.8594,0.8815
Tandem,without concrete shoulders,200,15,40,0.15,0.6816,4.8397
Tandem,without concrete shoulders,200,15,40,0.2,0.8457,2.822
Tandem,without concrete shoulders,200,15,40,0.25,0.9998,1.8933
Tandem,without concrete shoulders,200,15,40,0.3,1.1463,1.3927
Tandem,without concrete shoulders,200,15,40,0.35,1.2867,1.0939
Tandem,without concrete shoulders,200,15,40,0.4,1.4223,0.9025
Tandem,without concrete shoulders,200,15,80,0.15,0.5731,4.8165
Tandem,without concrete shoulders,200,15,80,0.2,0.7111,2.7952
Tandem,without concrete shoulders,200,15,80,0.25,0.8407,1.8633
Tandem,without concrete shoulders,200,15,80,0.3,0.9639,1.3598
Tandem,without concrete shoulders,200,15,80,0.35,1.082,1.0584
Tandem,without concrete shoulders,200,15,80,0.4,1.196,0.8646
Tandem,without concrete shoulders,200,15,150,0.15,0.4898,4.3789
Tandem,without concrete shoulders,200,15,150,0.2,0.6077,2.6589
Tandem,without concrete shoulders,200,15,150,0.25,0.7184,1.8684
Tandem,without concrete shoulders,200,15,150,0.3,0.8237,1.4432
Tandem,without concrete shoulders,200,15,150,0.35,0.9247,1.1902
Tandem,without concrete shoulders,200,15,150,0.4,1.0221,1.0288
Tandem,without concrete shoulders,200,15,300,0.15,0.4119,3.942
Tandem,without concrete shoulders,200,15,300,0.2,0.511,2.5045
Tandem,without concrete shoulders,200,15,300,0.25,0.6041,1.846
Tandem,without concrete shoulders,200,15,300,0.3,0.6927,1.4934
Tandem,without concrete shoulders,200,15,300,0.35,0.7775,1.2849
Tandem,without concrete shoulders,200,15,300,0.4,0.8594,1.153
Tandem,without concrete shoulders,200,20,40,0.15,0.6816,4.9542
Tandem,without concrete shoulders,200,20,40,0.2,0.8457,2.9365
Tandem,without concrete shoulders,200,20,40,0.25,0.9998,2.0078
Tandem,without concrete shoulders,200,20,40,0.3,1.1463,1.5072
Tandem,without concrete shoulders,200,20,40,0.35,1.2867,1.2084
Tandem,without concrete shoulders,200,20,40,0.4,1.4223,1.017
Tandem,without concrete shoulders,200,20,80,0.15,0.5731,4.931
Tandem,without concrete shoulders,200,20,80,0.2,0.7111,2.9097
Tandem,without concrete shoulders,200,20,80,0.25,0.8407,1.9778
Tandem,without concrete shoulders,200,20,80,0.3,0.9639,1.4743
Tandem,without concrete shoulders,200,20,80,0.35,1.082,1.1729
Tandem,without concrete shoulders,200,20,80,0.4,1.196,0.9791
Tandem,without concrete shoulders,200,20,150,0.15,0.4898,4.5809
Tandem,without concrete shoulders,200,20,150,0.2,0.6077,2.8609
Tandem,without concrete shoulders,200,20,150,0.25,0.7184,2.0704
Tandem,without concrete shoulders,200,20,150,0.3,0.8237,1.6452
Tandem,without concrete shoulders,200,20,150,0.35,0.9247,1.3922
Tandem,without concrete shoulders,200,20,150,0.4,1.0221,1.2308
Tandem,without concrete shoulders,200,20,300,0.15,0.4119,4.2135
Tandem,without concrete shoulders,200,20,300,0.2,0.511,2.776
Tandem,without concrete shoulders,200,20,300,0.25,0.6041,2.1175
Tandem,without concrete shoulders,200,20,300,0.3,0.6927,1.7649
Tandem,without concrete shoulders,200,20,300,0.35,0.7775,1.5564
Tandem,without concrete shoulders,200,20,300,0.4,0.8594,1.4245
Tandem,without concrete shoulders,240,0,40,0.15,0.6816,5.4242
Tandem,without concrete shoulders,240,0,40,0.2,0.8457,3.0005
Tandem,without concrete shoulders,240,0,40,0.25,0.9998,1.8838
Tandem,without concrete shoulders,240,0,40,0.3,1.1463,1.2812
Tandem,without concrete shoulders,240,0,40,0.35,1.2867,0.9209
Tandem,without concrete shoulders,240,0,40,0.4,1.4223,0.6895
Tandem,without concrete shoulders,240,0,80,0.15,0.5731,5.4009
Tandem,without concrete shoulders,240,0,80,0.2,0.7111,2.9737
Tandem,without concrete shoulders,240,0,80,0.25,0.8407,1.8538
Tandem,without concrete shoulders,240,0,80,0.3,0.9639,1.2483
Tandem,without concrete shoulders,240,0,80,0.35,1.082,0.8854
Tandem,without concrete shoulders,240,0,80,0.4,1.196,0.6516
Tandem,without concrete shoulders,240,0,150,0.15,0.4898,4.5653
Tandem,without concrete shoulders,240,0,150,0.2,0.6077,2.4986
Tandem,without concrete shoulders,240,0,150,0.25,0.7184,1.5476
Tandem,without concrete shoulders,240,0,150,0.3,0.8237,1.0353
Tandem,without concrete shoulders,240,0,150,0.35,0.9247,0.7298
Tandem,without concrete shoulders,240,0,150,0.4,1.0221,0.5343
Tandem,without concrete shoulders,240,0,300,0.15,0.4119,3.792
Tandem,without concrete shoulders,240,0,300,0.2,0.511,2.0638
Tandem,without concrete shoulders,240,0,300,0.25,0.6041,1.2707
Tandem,without concrete shoulders,240,0,300,0.3,0.6927,0.8451
Tandem,without concrete shoulders,240,0,300,0.35,0.7775,0.5925
Tandem,without concrete shoulders,240,0,300,0.4,0.8594,0.4319
Tandem,without concrete shoulders,240,10,40,0.15,0.6816,5.6532
Tandem,without concrete shoulders,240,10,40,0.2,0.8457,3.2295
Tandem,without concrete shoulders,240,10,40,0.25,0.9998,2.1128
Tandem,without concrete shoulders,240,10,40,0.3,1.1463,1.5102
Tandem,without concrete shoulders,240,10,40,0.35,1.2867,1.1499
Tandem,without concrete shoulders,240,10,40,0.4,1.4223,0.9185
Tandem,without concrete shoulders,240,10,80,0.15,0.5731,5.6299
Tandem,without concrete shoulders,240,10,80,0.2,0.7111,3.2027
Tandem,without concrete shoulders,240,10,80,0.25,0.8407,2.0828
Tandem,without concrete shoulders,240,10,80,0.3,0.9639,1.4773
Tandem,without concrete shoulders,240,10,80,0.35,1.082,1.1144
Tandem,without concrete shoulders,240,10,80,0.4,1.196,0.8806
Tandem,without concrete shoulders,240,10,150,0.15,0.4898,4.9693
Tandem,without concrete shoulders,240,10,150,0.2,0.6077,2.9026
Tandem,without concrete shoulders,240,10,150,0.25,0.7184,1.9516
Tandem,without concrete shoulders,240,10,150,0.3,0.8237,1.4393
Tandem,without concrete shoulders,240,10,150,0.35,0.9247,1.1338
Tandem,without concrete shoulders,240,10,150,0.4,1.0221,0.9383
Tandem,without concrete shoulders,240,10,300,0.15,0.4119,4.335
Tandem,without concrete shoulders,240,10,300,0.2,0.511,2.6068
Tandem,without concrete shoulders,240,10,300,0.25,0.6041,1.8137
Tandem,without concrete shoulders,240,10,300,0.3,0.6927,1.3881
Tandem,without concrete shoulders,240,10,300,0.35,0.7775,1.1355
Tandem,without concrete shoulders,240,10,300,0.4,0.8594,0.9749
Tandem,without concrete shoulders,240,15,40,0.15,0.6816,5.7677
Tandem,without concrete shoulders,240,15,40,0.2,0.8457,3.344
Tandem,without concrete shoulders,240,15,40,0.25,0.9998,2.2273
Tandem,without concrete shoulders,240,15,40,0.3,1.1463,1.6247
Tandem,without concrete shoulders,240,15,40,0.35,1.2867,1.2644
Tandem,without concrete shoulders,240,15,40,0.4,1.4223,1.033
Tandem,without concrete shoulders,240,15,80,0.15,0.5731,5.7444
Tandem,without concrete shoulders,240,15,80,0.2,0.7111,3.3172
Tandem,without concrete shoulders,240,15,80,0.25,0.8407,2.1973
Tandem,without concrete shoulders,240,15,80,0.3,0.9639,1.5918
Tandem,without concrete shoulders,240,15,80,0.35,1.082,1.2289
Tandem,without concrete shoulders,240,15,80,0.4,1.196,0.9951
Tandem,without concrete shoulders,240,15,150,0.15,0.4898,5.1713
Tandem,without concrete shoulders,240,15,150,0.2,0.6077,3.1046
Tandem,without concrete shoulders,240,15,150,0.25,0.7184,2.1536
Tandem,without concrete shoulders,240,15,150,0.3,0.8237,1.6413
Tandem,without concrete shoulders,240,15,150,0.35,0.9247,1.3358
Tandem,without concrete shoulders,240,15,150,0.4,1.0221,1.1403
Tandem,without concrete shoulders,240,15,300,0.15,0.4119,4.6065
Tandem,without concrete shoulders,240,15,300,0.2,0.511,2.8783
Tandem,without concrete shoulders,240,15,300,0.25,0.6041,2.0852
Tandem,without concrete shoulders,240,15,300,0.3,0.6927,1.6596
Tandem,without concrete shoulders,240,15,300,0.35,0.7775,1.407
Tandem,without concrete shoulders,240,15,300,0.4,0.8594,1.2464
Tandem,without concrete shoulders,240,20,40,0.15,0.6816,5.8822
Tandem,without concrete shoulders,240,20,40,0.2,0.8457,3.4585
Tandem,without concrete shoulders,240,20,40,0.25,0.9998,2.3418
Tandem,without concrete shoulders,240,20,40,0.3,1.1463,1.7392
Tandem,without concrete shoulders,240,20,40,0.35,1.2867,1.3789
Tandem,without concrete shoulders,240,20,40,0.4,1.4223,1.1475
Tandem,without concrete shoulders,240,20,80,0.15,0.5731,5.8589
Tandem,without concrete shoulders,240,20,80,0.2,0.7111,3.4317
Tandem,without concrete shoulders,240,20,80,0.25,0.8407,2.3118
Tandem,without concrete shoulders,240,20,80,0.3,0.9639,1.7063
Tandem,without concrete shoulders,240,20,80,0.35,1.082,1.3434
Tandem,without concrete shoulders,240,20,80,0.4,1.196,1.1096
Tandem,without concrete shoulders,240,20,150,0.15,0.4898,5.3733
Tandem,without concrete shoulders,240,20,150,0.2,0.6077,3.3066
Tandem,without concrete shoulders,240,20,150,0.25,0.7184,2.3556
Tandem,without concrete shoulders,240,20,150,0.3,0.8237,1.8433
Tandem,without concrete shoulders,240,20,150,0.35,0.9247,1.5378
Tandem,without concrete shoulders,240,20,150,0.4,1.0221,1.3423
Tandem,without concrete shoulders,240,20,300,0.15,0.4119,4.878
Tandem,without concrete shoulders,240,20,300,0.2,0.511,3.1498
Tandem,without concrete shoulders,240,20,300,0.25,0.6041,2.3567
Tandem,without concrete shoulders,240,20,300,0.3,0.6927,1.9311
Tandem,without concrete shoulders,240,20,300,0.35,0.7775,1.6785
Tandem,without concrete shoulders,240,20,300,0.4,0.8594,1.5179
Tandem,without concrete shoulders,300,0,40,0.15,0.6816,6.8161
Tandem,without concrete shoulders,300,0,40,0.2,0.8457,3.7835
Tandem,without concrete shoulders,300,0,40,0.25,0.9998,2.385
Tandem,without concrete shoulders,300,0,40,0.3,1.1463,1.6292
Tandem,without concrete shoulders,300,0,40,0.35,1.2867,1.1765
Tandem,without concrete shoulders,300,0,40,0.4,1.4223,0.8853
Tandem,without concrete shoulders,300,0,80,0.15,0.5731,6.7929
Tandem,without concrete shoulders,300,0,80,0.2,0.7111,3.7567
Tandem,without concrete shoulders,300,0,80,0.25,0.8407,2.355
Tandem,without concrete shoulders,300,0,80,0.3,0.9639,1.5963
Tandem,without concrete shoulders,300,0,80,0.35,1.082,1.141
Tandem,without concrete shoulders,300,0,80,0.4,1.196,0.8473
Tandem,without concrete shoulders,300,0,150,0.15,0.4898,5.7539
Tandem,without concrete shoulders,300,0,150,0.2,0.6077,3.1672
Tandem,without concrete shoulders,300,0,150,0.25,0.7184,1.9755
Tandem,without concrete shoulders,300,0,150,0.3,0.8237,1.3325
Tandem,without concrete shoulders,300,0,150,0.35,0.9247,0.9481
Tandem,without concrete shoulders,300,0,150,0.4,1.0221,0.7014
Tandem,without concrete shoulders,300,0,300,0.15,0.4119,4.7888
Tandem,without concrete shoulders,300,0,300,0.2,0.511,2.6245
Tandem,without concrete shoulders,300,0,300,0.25,0.6041,1.6296
Tandem,without concrete shoulders,300,0,300,0.3,0.6927,1.0943
Tandem,without concrete shoulders,300,0,300,0.35,0.7775,0.7756
Tandem,without concrete shoulders,300,0,300,0.4,0.8594,0.5721
Tandem,without concrete shoulders,300,10,40,0.15,0.6816,7.0451
Tandem,without concrete shoulders,300,10,40,0.2,0.8457,4.0125
Tandem,without concrete shoulders,300,10,40,0.25,0.9998,2.614
Tandem,without concrete shoulders,300,10,40,0.3,1.1463,1.8582
Tandem,without concrete shoulders,300,10,40,0.35,1.2867,1.4055
Tandem,without concrete shoulders,300,10,40,0.4,1.4223,1.1143
Tandem,without concrete shoulders,300,10,80,0.15,0.5731,7.0219
Tandem,without concrete shoulders,300,10,80,0.2,0.7111,3.9857
Tandem,without concrete shoulders,300,10,80,0.25,0.8407,2.584
Tandem,without concrete shoulders,300,10,80,0.3,0.9639,1.8253
Tandem,without concrete shoulders,300,10,80,0.35,1.082,1.37
Tandem,without concrete shoulders,300,10,80,0.4,1.196,1.0763
Tandem,without concrete shoulders,300,10,150,0.15,0.4898,6.1579
Tandem,without concrete shoulders,300,10,150,0.2,0.6077,3.5712
Tandem,without concrete shoulders,300,10,150,0.25,0.7184,2.3795
Tandem,without concrete shoulders,300,10,150,0.3,0.8237,1.7365
Tandem,without concrete shoulders,300,10,150,0.35,0.9247,1.3521
Tandem,without concrete shoulders,300,10,150,0.4,1.0221,1.1054
Tandem,without concrete shoulders,300,10,300,0.15,0.4119,5.3318
Tandem,without concrete shoulders,300,10,300,0.2,0.511,3.1675
Tandem,without concrete shoulders,300,10,300,0.25,0.6041,2.1726
Tandem,without concrete shoulders,300,10,300,0.3,0.6927,1.6373
Tandem,without concrete shoulders,300,10,300,0.35,0.7775,1.3186
Tandem,without concrete shoulders,300,10,300,0.4,0.8594,1.1151
Tandem,without concrete shoulders,300,15,40,0.15,0.6816,7.1596
Tandem,without concrete shoulders,300,15,40,0.2,0.8457,4.127
Tandem,without concrete shoulders,300,15,40,0.25,0.9998,2.7285
Tandem,without concrete shoulders,300,15,40,0.3,1.1463,1.9727
Tandem,without concrete shoulders,300,15,40,0.35,1.2867,1.52
Tandem,without concrete shoulders,300,15,40,0.4,1.4223,1.2288
Tandem,without concrete shoulders,300,15,80,0.15,0.5731,7.1364
Tandem,without concrete shoulders,300,15,80,0.2,0.7111,4.1002
Tandem,without concrete shoulders,300,15,80,0.25,0.8407,2.6985
Tandem,without concrete shoulders,300,15,80,0.3,0.9639,1.9398
Tandem,without concrete shoulders,300,15,80,0.35,1.082,1.4845
Tandem,without concrete shoulders,300,15,80,0.4,1.196,1.1908
Tandem,without concrete shoulders,300,15,150,0.15,0.4898,6.3599
Tandem,without concrete shoulders,300,15,150,0.2,0.6077,3.7732
Tandem,without concrete shoulders,300,15,150,0.25,0.7184,2.5815
Tandem,without concrete shoulders,300,15,150,0.3,0.8237,1.9385
Tandem,without concrete shoulders,300,15,150,0.35,0.9247,1.5541
Tandem,without concrete shoulders,300,15,150,0.4,1.0221,1.3074
Tandem,without concrete shoulders,300,15,300,0.15,0.4119,5.6033
Tandem,without concrete shoulders,300,15,300,0.2,0.511,3.439
Tandem,without concrete shoulders,300,15,300,0.25,0.6041,2.4441
Tandem,without concrete shoulders,300,15,300,0.3,0.6927,1.9088
Tandem,without concrete shoulders,300,15,300,0.35,0.7775,1.5901
Tandem,without concrete shoulders,300,15,300,0.4,0.8594,1.3866
Tandem,without concrete shoulders,300,20,40,0.15,0.6816,7.2741
Tandem,without concrete shoulders,300,20,40,0.2,0.8457,4.2415
Tandem,without concrete shoulders,300,20,40,0.25,0.9998,2.843
Tandem,without concrete shoulders,300,20,40,0.3,1.1463,2.0872
Tandem,without concrete shoulders,300,20,40,0.35,1.2867,1.6345
Tandem,without concrete shoulders,300,20,40,0.4,1.4223,1.3433
Tandem,without concrete shoulders,300,20,80,0.15,0.5731,7.2509
Tandem,without concrete shoulders,300,20,80,0.2,0.7111,4.2147
Tandem,without concrete shoulders,300,20,80,0.25,0.8407,2.813
Tandem,without concrete shoulders,300,20,80,0.3,0.9639,2.0543
Tandem,without concrete shoulders,300,20,80,0.35,1.082,1.599
Tandem,without concrete shoulders,300,20,80,0.4,1.196,1.3053
Tandem,without concrete shoulders,300,20,150,0.15,0.4898,6.5619
Tandem,without concrete shoulders,300,20,150,0.2,0.6077,3.9752
Tandem,without concrete shoulders,300,20,150,0.25,0.7184,2.7835
Tandem,without concrete shoulders,300,20,150,0.3,0.8237,2.1405
Tandem,without concrete shoulders,300,20,150,0.35,0.9247,1.7561
Tandem,without concrete shoulders,300,20,150,0.4,1.0221,1.5094
Tandem,without concrete shoulders,300,20,300,0.15,0.4119,5.8748
Tandem,without concrete shoulders,300,20,300,0.2,0.511,3.7105
Tandem,without concrete shoulders,300,20,300,0.25,0.6041,2.7156
Tandem,without concrete shoulders,300,20,300,0.3,0.6927,2.1803
Tandem,without concrete shoulders,300,20,300,0.35,0.7775,1.8616
Tandem,without concrete shoulders,300,20,300,0.4,0.8594,1.6581
Tandem,without concrete shoulders,320,0,40,0.15,0.6816,7.2801
Tandem,without concrete shoulders,320,0,40,0.2,0.8457,4.0445
Tandem,without concrete shoulders,320,0,40,0.25,0.9998,2.552
Tandem,without concrete shoulders,320,0,40,0.3,1.1463,1.7451
Tandem,without concrete shoulders,320,0,40,0.35,1.2867,1.2617
Tandem,without concrete shoulders,320,0,40,0.4,1.4223,0.9505
Tandem,without concrete shoulders,320,0,80,0.15,0.5731,7.2569
Tandem,without concrete shoulders,320,0,80,0.2,0.7111,4.0177
Tandem,without concrete shoulders,320,0,80,0.25,0.8407,2.522
Tandem,without concrete shoulders,320,0,80,0.3,0.9639,1.7123
Tandem,without concrete shoulders,320,0,80,0.35,1.082,1.2262
Tandem,without concrete shoulders,320,0,80,0.4,1.196,0.9126
Tandem,without concrete shoulders,320,0,150,0.15,0.4898,6.1502
Tandem,without concrete shoulders,320,0,150,0.2,0.6077,3.3901
Tandem,without concrete shoulders,320,0,150,0.25,0.7184,2.1182
Tandem,without concrete shoulders,320,0,150,0.3,0.8237,1.4315
Tandem,without concrete shoulders,320,0,150,0.35,0.9247,1.0209
Tandem,without concrete shoulders,320,0,150,0.4,1.0221,0.7571
Tandem,without concrete shoulders,320,0,300,0.15,0.4119,5.1211
Tandem,without concrete shoulders,320,0,300,0.2,0.511,2.8114
Tandem,without concrete shoulders,320,0,300,0.25,0.6041,1.7492
Tandem,without concrete shoulders,320,0,300,0.3,0.6927,1.1773
Tandem,without concrete shoulders,320,0,300,0.35,0.7775,0.8366
Tandem,without concrete shoulders,320,0,300,0.4,0.8594,0.6188
Tandem,without concrete shoulders,320,10,40,0.15,0.6816,7.5091
Tandem,without concrete shoulders,320,10,40,0.2,0.8457,4.2735
Tandem,without concrete shoulders,320,10,40,0.25,0.9998,2.781
Tandem,without concrete shoulders,320,10,40,0.3,1.1463,1.9741
Tandem,without concrete shoulders,320,10,40,0.35,1.2867,1.4907
Tandem,without concrete shoulders,320,10,40,0.4,1.4223,1.1795
Tandem,without concrete shoulders,320,10,80,0.15,0.5731,7.4859
Tandem,without concrete shoulders,320,10,80,0.2,0.7111,4.2467
Tandem,without concrete shoulders,320,10,80,0.25,0.8407,2.751
Tandem,without concrete shoulders,320,10,80,0.3,0.9639,1.9413
Tandem,without concrete shoulders,320,10,80,0.35,1.082,1.4552
Tandem,without concrete shoulders,320,10,80,0.4,1.196,1.1416
Tandem,without concrete shoulders,320,10,150,0.15,0.4898,6.5542
Tandem,without concrete shoulders,320,10,150,0.2,0.6077,3.7941
Tandem,without concrete shoulders,320,10,150,0.25,0.7184,2.5222
Tandem,without concrete shoulders,320,10,150,0.3,0.8237,1.8355
Tandem,without concrete shoulders,320,10,150,0.35,0.9247,1.4249
Tandem,without concrete shoulders,320,10,150,0.4,1.0221,1.1611
Tandem,without concrete shoulders,320,10,300,0.15,0.4119,5.6641
Tandem,without concrete shoulders,320,10,300,0.2,0.511,3.3544
Tandem,without concrete shoulders,320,10,300,0.25,0.6041,2.2922
Tandem,without concrete shoulders,320,10,300,0.3,0.6927,1.7203
Tandem,without concrete shoulders,320,10,300,0.35,0.7775,1.3796
Tandem,without concrete shoulders,320,10,300,0.4,0.8594,1.1618
Tandem,without concrete shoulders,320,15,40,0.15,0.6816,7.6236
Tandem,without concrete shoulders,320,15,40,0.2,0.8457,4.388
Tandem,without concrete shoulders,320,15,40,0.25,0.9998,2.8955
Tandem,without concrete shoulders,320,15,40,0.3,1.1463,2.0886
Tandem,without concrete shoulders,320,15,40,0.35,1.2867,1.6052
Tandem,without concrete shoulders,320,15,40,0.4,1.4223,1.294
Tandem,without concrete shoulders,320,15,80,0.15,0.5731,7.6004
Tandem,without concrete shoulders,320,15,80,0.2,0.7111,4.3612
Tandem,without concrete shoulders,320,15,80,0.25,0.8407,2.8655
Tandem,without concrete shoulders,320,15,80,0.3,0.9639,2.0558
Tandem,without concrete shoulders,320,15,80,0.35,1.082,1.5697
Tandem,without concrete shoulders,320,15,80,0.4,1.196,1.2561
Tandem,without concrete shoulders,320,15,150,0.15,0.4898,6.7562
Tandem,without concrete shoulders,320,15,150,0.2,0.6077,3.9961
Tandem,without concrete shoulders,320,15,150,0.25,0.7184,2.7242
Tandem,without concrete shoulders,320,15,150,0.3,0.8237,2.0375
Tandem,without concrete shoulders,320,15,150,0.35,0.9247,1.6269
Tandem,without concrete shoulders,320,15,150,0.4,1.0221,1.3631
Tandem,without concrete shoulders,320,15,300,0.15,0.4119,5.9356
Tandem,without concrete shoulders,320,15,300,0.2,0.511,3.6259
Tandem,without concrete shoulders,320,15,300,0.25,0.6041,2.5637
Tandem,without concrete shoulders,320,15,300,0.3,0.6927,1.9918
Tandem,without concrete shoulders,320,15,300,0.35,0.7775,1.6511
Tandem,without concrete shoulders,320,15,300,0.4,0.8594,1.4333
Tandem,without concrete shoulders,320,20,40,0.15,0.6816,7.7381
Tandem,without concrete shoulders,320,20,40,0.2,0.8457,4.5025
Tandem,without concrete shoulders,320,20,40,0.25,0.9998,3.01
Tandem,without concrete shoulders,320,20,40,0.3,1.1463,2.2031
Tandem,without concrete shoulders,320,20,40,0.35,1.2867,1.7197
Tandem,without concrete shoulders,320,20,40,0.4,1.4223,1.4085
Tandem,without concrete shoulders,320,20,80,0.15,0.5731,7.7149
Tandem,without concrete shoulders,320,20,80,0.2,0.7111,4.4757
Tandem,without concrete shoulders,320,20,80,0.25,0.8407,2.98
Tandem,without concrete shoulders,320,20,80,0.3,0.9639,2.1703
Tandem,without concrete shoulders,320,20,80,0.35,1.082,1.6842
Tandem,without concrete shoulders,320,20,80,0.4,1.196,1.3706
Tandem,without concrete shoulders,320,20,150,0.15,0.4898,6.9582
Tandem,without concrete shoulders,320,20,150,0.2,0.6077,4.1981
Tandem,without concrete shoulders,320,20,150,0.25,0.7184,2.9262
Tandem,without concrete shoulders,320,20,150,0.3,0.8237,2.2395
Tandem,without concrete shoulders,320,20,150,0.35,0.9247,1.8289
Tandem,without concrete shoulders,320,20,150,0.4,1.0221,1.5651
Tandem,without concrete shoulders,320,20,300,0.15,0.4119,6.2071
Tandem,without concrete shoulders,320,20,300,0.2,0.511,3.8974
Tandem,without concrete shoulders,320,20,300,0.25,0.6041,2.8352
Tandem,without concrete shoulders,320,20,300,0.3,0.6927,2.2633
Tandem,without concrete shoulders,320,20,300,0.35,0.7775,1.9226
Tandem,without concrete shoulders,320,20,300,0.4,0.8594,1.7048
